,User_id,Hit,Count
871,3638,forum_participation,1
872,3638,forum_view,6
873,3638,resource,364
874,3639,assessment,8
875,3639,forum_participation,1
876,3639,forum_view,2
877,3639,resource,279
878,3640,assessment,7
879,3640,forum_participation,1
880,3640,forum_view,14
881,3640,resource,405
882,3641,assessment,12
883,3641,forum_participation,1
884,3641,forum_view,20
885,3641,resource,384
886,3642,assessment,14
887,3642,forum_participation,1
888,3642,forum_view,6
889,3642,resource,374
890,3643,assessment,9
891,3643,forum_participation,1
892,3643,forum_view,16
893,3643,resource,461
894,3644,assessment,18
895,3644,forum_participation,1
896,3644,forum_view,19
897,3644,resource,504
898,3645,assessment,8
899,3645,forum_participation,1
900,3645,forum_view,11
901,3645,resource,384
902,3646,assessment,9
903,3646,forum_participation,1
904,3646,forum_view,44
905,3646,resource,414
906,3647,assessment,9
907,3647,forum_view,1
908,3647,resource,305
909,3648,assessment,7
910,3648,forum_view,2
911,3648,resource,206
912,3649,assessment,9
913,3649,forum_view,5
914,3649,resource,431
915,3650,assessment,7
916,3650,forum_participation,1
917,3650,forum_view,7
918,3650,resource,478
919,3651,assessment,8
920,3651,forum_participation,1
921,3651,forum_view,56
922,3651,resource,401
923,3652,assessment,9
924,3652,forum_participation,1
925,3652,forum_view,18
926,3652,resource,264
927,3653,assessment,8
928,3653,forum_participation,1
929,3653,forum_view,21
930,3653,resource,501
931,3654,assessment,8
932,3654,forum_participation,1
933,3654,forum_view,16
934,3654,resource,199
935,3655,assessment,13
936,3655,forum_participation,1
937,3655,forum_view,12
938,3655,resource,502
939,3656,assessment,9
940,3656,forum_view,4
941,3656,resource,209
942,3657,assessment,12
943,3657,forum_participation,1
944,3657,forum_view,12
945,3657,resource,465
946,3658,assessment,9
947,3658,forum_view,22
948,3658,resource,1219
949,3659,assessment,17
950,3659,forum_participation,1
951,3659,forum_view,10
952,3659,resource,230
953,3660,assessment,8
954,3660,forum_participation,1
955,3660,forum_view,10
956,3660,resource,238
957,3661,assessment,18
958,3661,forum_participation,2
959,3661,forum_view,19
960,3661,resource,493
961,3662,assessment,14
962,3662,forum_view,8
963,3662,resource,404
964,3663,assessment,7
965,3663,forum_view,10
966,3663,resource,265
967,3664,assessment,8
968,3664,forum_view,7
969,3664,resource,264
970,3665,assessment,7
971,3665,forum_participation,1
972,3665,forum_view,8
973,3665,resource,425
974,3667,assessment,14
975,3667,forum_participation,1
976,3667,forum_view,8
977,3667,resource,444
978,3669,assessment,8
979,3669,forum_participation,1
980,3669,forum_view,12
981,3669,resource,260
982,3670,assessment,7
983,3670,forum_view,7
984,3670,resource,424
985,3671,assessment,10
986,3671,forum_participation,1
987,3671,forum_view,7
988,3671,resource,787
989,3672,assessment,9
990,3672,forum_view,10
991,3672,resource,409
992,3673,assessment,10
993,3673,forum_view,7
994,3673,resource,409
995,3674,assessment,9
996,3674,forum_participation,1
997,3674,forum_view,1
998,3674,resource,235
999,3675,assessment,8
1000,3675,forum_participation,1
1001,3675,forum_view,4
1002,3675,resource,257
1003,3676,assessment,10
1004,3676,forum_participation,1
1005,3676,forum_view,20
1006,3676,resource,411
1007,3678,assessment,7
1008,3678,forum_participation,2
1009,3678,forum_view,18
1010,3678,resource,340
1011,3679,assessment,12
1012,3679,forum_view,11
1013,3679,resource,338
1014,3680,assessment,10
1015,3680,forum_view,10
1016,3680,resource,415
1017,3681,assessment,8
1018,3681,forum_view,11
1019,3681,resource,347
1020,3682,assessment,9
1021,3682,forum_view,1
1022,3682,resource,272
1023,3683,assessment,8
1024,3683,forum_participation,1
1025,3683,forum_view,23
1026,3683,resource,392
1027,3684,assessment,13
1028,3684,forum_participation,1
1029,3684,forum_view,15
1030,3684,resource,309
1031,3685,assessment,9
1032,3685,forum_view,4
1033,3685,resource,185
1034,3687,assessment,8
1035,3687,forum_participation,1
1036,3687,forum_view,20
1037,3687,resource,366
1038,3688,assessment,8
1039,3688,forum_view,4
1040,3688,resource,360
1041,3689,assessment,8
1042,3689,forum_view,1
1043,3689,resource,207
1044,3690,assessment,7
1045,3690,forum_participation,1
1046,3690,forum_view,9
1047,3690,resource,229
1048,3692,assessment,10
1049,3692,forum_view,8
1050,3692,resource,280
1051,3693,assessment,7
1052,3693,forum_view,9
1053,3693,resource,324
1054,3694,assessment,8
1055,3694,forum_participation,1
1056,3694,forum_view,17
1057,3694,resource,277
1058,3695,assessment,7
1059,3695,forum_view,4
1060,3695,resource,506
1061,3696,assessment,10
1062,3696,forum_participation,1
1063,3696,forum_view,15
1064,3696,resource,382
1065,3697,assessment,7
1066,3697,forum_view,2
1067,3697,resource,239
1068,3698,assessment,8
1069,3698,forum_view,2
1070,3698,resource,272
1071,3699,assessment,7
1072,3699,forum_participation,1
1073,3699,forum_view,24
1074,3699,resource,252
1075,3700,assessment,8
1076,3700,forum_view,4
1077,3700,resource,365
1078,3702,assessment,8
1079,3702,forum_view,2
1080,3702,resource,160
1081,3703,assessment,10
1082,3703,forum_participation,1
1083,3703,forum_view,7
1084,3703,resource,378
1085,3704,assessment,8
1086,3704,forum_view,1
1087,3704,resource,188
1088,3705,assessment,8
1089,3705,forum_view,2
1090,3705,resource,379
1091,3706,assessment,7
1092,3706,forum_view,4
1093,3706,resource,714
1094,3707,assessment,18
1095,3707,forum_view,2
1096,3707,resource,366
1097,3708,assessment,12
1098,3708,forum_view,7
1099,3708,resource,633
1100,3709,assessment,14
1101,3709,forum_participation,1
1102,3709,forum_view,31
1103,3709,resource,428
1104,3710,assessment,7
1105,3710,forum_participation,1
1106,3710,forum_view,7
1107,3710,resource,473
1108,3711,assessment,8
1109,3711,forum_view,17
1110,3711,resource,376
1111,3712,assessment,14
1112,3712,forum_participation,1
1113,3712,forum_view,5
1114,3712,resource,277
1115,3713,assessment,15
1116,3713,forum_participation,1
1117,3713,forum_view,17
1118,3713,resource,205
1119,3714,assessment,14
1120,3714,forum_participation,1
1121,3714,forum_view,24
1122,3714,resource,564
1123,3715,assessment,10
1124,3715,forum_participation,1
1125,3715,forum_view,16
1126,3715,resource,263
1127,3716,assessment,14
1128,3716,forum_view,2
1129,3716,resource,339
1130,3717,assessment,7
1131,3717,forum_participation,2
1132,3717,forum_view,11
1133,3717,resource,242
1134,3718,assessment,10
1135,3718,forum_view,18
1136,3718,resource,367
1137,3719,assessment,7
1138,3719,forum_view,10
1139,3719,resource,448
1140,3720,assessment,8
1141,3720,forum_participation,1
1142,3720,forum_view,16
1143,3720,resource,277
1144,3721,assessment,7
1145,3721,forum_participation,1
1146,3721,forum_view,6
1147,3721,resource,374
1148,3722,assessment,8
1149,3722,forum_view,50
1150,3722,resource,608
1151,3724,assessment,8
1152,3724,forum_participation,1
1153,3724,forum_view,23
1154,3724,resource,407
1155,3725,assessment,9
1156,3725,forum_participation,1
1157,3725,forum_view,12
1158,3725,resource,256
1159,3726,assessment,12
1160,3726,forum_view,13
1161,3726,resource,386
1162,3727,assessment,9
1163,3727,forum_participation,1
1164,3727,forum_view,8
1165,3727,resource,629
1166,3728,assessment,16
1167,3728,forum_participation,1
1168,3728,forum_view,14
1169,3728,resource,335
1170,3729,assessment,10
1171,3729,forum_view,3
1172,3729,resource,292
1173,3730,assessment,8
1174,3730,forum_participation,1
1175,3730,forum_view,8
1176,3730,resource,350
1177,3732,assessment,8
1178,3732,resource,352
1179,3733,assessment,8
1180,3733,forum_view,1
1181,3733,resource,241
1182,3734,assessment,11
1183,3734,forum_participation,2
1184,3734,forum_view,9
1185,3734,resource,445
1186,3735,assessment,7
1187,3735,resource,168
1188,3736,assessment,11
1189,3736,forum_view,23
1190,3736,resource,505
1191,3737,assessment,9
1192,3737,forum_participation,1
1193,3737,forum_view,5
1194,3737,resource,246
1195,3738,assessment,9
1196,3738,forum_view,9
1197,3738,resource,364
1198,3739,assessment,9
1199,3739,forum_view,2
1200,3739,resource,400
1201,3740,assessment,11
1202,3740,forum_participation,1
1203,3740,forum_view,20
1204,3740,resource,437
1205,3741,assessment,8
1206,3741,forum_view,14
1207,3741,resource,335
1208,3743,assessment,8
1209,3743,forum_view,3
1210,3743,resource,129
1211,3744,assessment,8
1212,3744,forum_view,9
1213,3744,resource,326
1214,3745,assessment,8
1215,3745,forum_participation,1
1216,3745,forum_view,20
1217,3745,resource,568
1218,3746,assessment,8
1219,3746,forum_participation,1
1220,3746,forum_view,8
1221,3746,resource,508
1222,3747,assessment,9
1223,3747,forum_view,10
1224,3747,resource,262
1225,3748,assessment,12
1226,3748,forum_participation,1
1227,3748,forum_view,21
1228,3748,resource,425
1229,3749,assessment,9
1230,3749,forum_participation,1
1231,3749,forum_view,5
1232,3749,resource,351
1233,3750,assessment,15
1234,3750,forum_participation,1
1235,3750,forum_view,7
1236,3750,resource,210
1237,3751,assessment,8
1238,3751,forum_view,10
1239,3751,resource,457
1240,3752,assessment,9
1241,3752,forum_view,9
1242,3752,resource,191
1243,3753,assessment,8
1244,3753,forum_view,1
1245,3753,resource,315
1246,3754,assessment,13
1247,3754,forum_participation,1
1248,3754,forum_view,54
1249,3754,resource,1730
1250,3755,assessment,8
1251,3755,forum_participation,1
1252,3755,forum_view,5
1253,3755,resource,278
1254,3756,assessment,17
1255,3756,forum_view,13
1256,3756,resource,352
1257,3757,assessment,9
1258,3757,forum_view,10
1259,3757,resource,345
1260,3758,assessment,9
1261,3758,forum_view,5
1262,3758,resource,268
1263,3759,assessment,10
1264,3759,forum_view,31
1265,3759,resource,578
1266,3760,assessment,7
1267,3760,forum_participation,1
1268,3760,forum_view,32
1269,3760,resource,679
1270,3761,assessment,8
1271,3761,forum_participation,1
1272,3761,forum_view,19
1273,3761,resource,437
1274,3762,assessment,8
1275,3762,forum_view,4
1276,3762,resource,197
1277,3763,assessment,8
1278,3763,forum_view,1
1279,3763,resource,193
1280,3764,assessment,15
1281,3764,forum_participation,2
1282,3764,forum_view,3
1283,3764,resource,408
1284,3765,assessment,9
1285,3765,forum_view,10
1286,3765,resource,894
1287,3766,assessment,9
1288,3766,forum_participation,1
1289,3766,forum_view,22
1290,3766,resource,355
1291,3767,assessment,9
1292,3767,forum_participation,1
1293,3767,forum_view,48
1294,3767,resource,448
1295,3768,assessment,8
1296,3768,forum_participation,1
1297,3768,forum_view,3
1298,3768,resource,285
1299,3769,assessment,17
1300,3769,forum_participation,1
1301,3769,forum_view,14
1302,3769,resource,394
1303,3770,assessment,15
1304,3770,forum_view,6
1305,3770,resource,419
1306,3771,assessment,8
1307,3771,forum_participation,2
1308,3771,forum_view,21
1309,3771,resource,294
1310,3772,assessment,11
1311,3772,forum_view,18
1312,3772,resource,374
1313,3773,assessment,9
1314,3773,forum_participation,1
1315,3773,forum_view,6
1316,3773,resource,377
1317,3774,assessment,9
1318,3774,forum_participation,2
1319,3774,forum_view,23
1320,3774,resource,412
1321,3775,assessment,8
1322,3775,forum_participation,1
1323,3775,forum_view,37
1324,3775,resource,793
1325,3776,assessment,10
1326,3776,forum_participation,1
1327,3776,forum_view,9
1328,3776,resource,425
1329,3777,assessment,13
1330,3777,forum_participation,1
1331,3777,forum_view,17
1332,3777,resource,268
1333,3778,assessment,9
1334,3778,forum_participation,1
1335,3778,forum_view,27
1336,3778,resource,425
1337,3780,assessment,7
1338,3780,forum_participation,1
1339,3780,forum_view,8
1340,3780,resource,235
1341,3781,assessment,7
1342,3781,forum_view,4
1343,3781,resource,345
1344,3782,assessment,14
1345,3782,forum_participation,1
1346,3782,forum_view,10
1347,3782,resource,439
1348,3783,assessment,8
1349,3783,forum_view,35
1350,3783,resource,325
1351,3784,assessment,9
1352,3784,resource,242
1353,3785,assessment,10
1354,3785,forum_participation,1
1355,3785,forum_view,17
1356,3785,resource,278
1357,3786,assessment,8
1358,3786,forum_view,9
1359,3786,resource,410
1360,3787,assessment,7
1361,3787,forum_participation,1
1362,3787,forum_view,4
1363,3787,resource,410
1364,3789,assessment,7
1365,3789,forum_view,9
1366,3789,resource,343
1367,3790,assessment,15
1368,3790,forum_view,20
1369,3790,resource,243
1370,3791,assessment,9
1371,3791,forum_view,1
1372,3791,resource,277
1373,3792,assessment,15
1374,3792,forum_participation,1
1375,3792,forum_view,45
1376,3792,resource,566
1377,3793,assessment,7
1378,3793,forum_view,7
1379,3793,resource,215
1380,3794,assessment,11
1381,3794,forum_participation,1
1382,3794,forum_view,10
1383,3794,resource,346
1384,3795,assessment,9
1385,3795,forum_participation,1
1386,3795,forum_view,12
1387,3795,resource,270
1388,3796,assessment,8
1389,3796,resource,308
1390,3797,assessment,10
1391,3797,forum_view,2
1392,3797,resource,236
1393,3798,assessment,13
1394,3798,forum_participation,1
1395,3798,forum_view,5
1396,3798,resource,373
1397,3799,assessment,12
1398,3799,forum_view,19
1399,3799,resource,426
1400,3800,assessment,10
1401,3800,forum_participation,1
1402,3800,forum_view,11
1403,3800,resource,484
1404,3801,assessment,13
1405,3801,forum_participation,2
1406,3801,forum_view,16
1407,3801,resource,319
1408,3802,assessment,8
1409,3802,forum_participation,1
1410,3802,forum_view,25
1411,3802,resource,469
1412,3803,assessment,8
1413,3803,forum_view,5
1414,3803,resource,265
1415,3804,assessment,8
1416,3804,forum_view,4
1417,3804,resource,345
1418,3805,assessment,10
1419,3805,forum_view,2
1420,3805,resource,395
1421,3806,assessment,10
1422,3806,forum_participation,1
1423,3806,forum_view,23
1424,3806,resource,178
1425,3807,assessment,13
1426,3807,forum_participation,1
1427,3807,forum_view,11
1428,3807,resource,512
1429,3808,assessment,9
1430,3808,forum_participation,2
1431,3808,forum_view,7
1432,3808,resource,291
1433,3809,assessment,8
1434,3809,forum_view,13
1435,3809,resource,426
1436,3810,assessment,7
1437,3810,forum_participation,1
1438,3810,forum_view,9
1439,3810,resource,191
1440,3811,assessment,14
1441,3811,forum_participation,1
1442,3811,forum_view,7
1443,3811,resource,315
1444,3812,assessment,7
1445,3812,forum_participation,1
1446,3812,forum_view,33
1447,3812,resource,326
1448,3813,assessment,14
1449,3813,forum_participation,1
1450,3813,forum_view,15
1451,3813,resource,296
1452,3814,assessment,8
1453,3814,forum_view,2
1454,3814,resource,364
1455,3815,assessment,9
1456,3815,forum_view,3
1457,3815,resource,390
1458,3816,assessment,8
1459,3816,forum_view,4
1460,3816,resource,292
1461,3817,assessment,7
1462,3817,forum_view,2
1463,3817,resource,217
1464,3818,assessment,8
1465,3818,forum_participation,1
1466,3818,forum_view,24
1467,3818,resource,533
1468,3819,assessment,10
1469,3819,forum_participation,1
1470,3819,forum_view,12
1471,3819,resource,352
1472,3820,assessment,14
1473,3820,forum_participation,1
1474,3820,forum_view,20
1475,3820,resource,305
1476,3821,assessment,9
1477,3821,forum_view,15
1478,3821,resource,412
1479,3822,assessment,8
1480,3822,forum_participation,1
1481,3822,forum_view,19
1482,3822,resource,579
1483,3823,assessment,14
1484,3823,forum_participation,1
1485,3823,forum_view,23
1486,3823,resource,319
1487,3824,assessment,7
1488,3824,forum_participation,1
1489,3824,forum_view,10
1490,3824,resource,396
1491,3825,assessment,7
1492,3825,forum_participation,1
1493,3825,forum_view,11
1494,3825,resource,333
1495,3826,assessment,14
1496,3826,forum_participation,1
1497,3826,forum_view,4
1498,3826,resource,575
1499,3827,assessment,15
1500,3827,forum_participation,1
1501,3827,forum_view,8
1502,3827,resource,448
1503,3828,assessment,8
1504,3828,forum_participation,1
1505,3828,forum_view,22
1506,3828,resource,309
1507,3829,assessment,9
1508,3829,forum_view,2
1509,3829,resource,396
1510,3830,assessment,14
1511,3830,forum_view,15
1512,3830,resource,289
1513,3831,assessment,9
1514,3831,forum_participation,1
1515,3831,forum_view,8
1516,3831,resource,250
1517,3832,assessment,8
1518,3832,forum_view,15
1519,3832,resource,426
1520,3833,assessment,8
1521,3833,forum_view,4
1522,3833,resource,237
1523,3834,assessment,11
1524,3834,forum_view,5
1525,3834,resource,315
1526,3836,assessment,10
1527,3836,forum_participation,1
1528,3836,forum_view,9
1529,3836,resource,243
1530,3837,assessment,8
1531,3837,forum_participation,3
1532,3837,forum_view,23
1533,3837,resource,322
1534,3838,assessment,7
1535,3838,forum_view,3
1536,3838,resource,308
1537,3839,assessment,14
1538,3839,forum_view,17
1539,3839,resource,388
1540,3886,forum_participation,15
1541,3886,forum_view,125
1542,3886,resource,303
1543,3889,assessment,8
1544,3889,forum_view,12
1545,3889,resource,335
1546,3890,assessment,16
1547,3890,forum_participation,1
1548,3890,forum_view,10
1549,3890,resource,351
1550,3891,assessment,11
1551,3891,forum_view,6
1552,3891,resource,451
1553,3892,assessment,15
1554,3892,forum_view,24
1555,3892,resource,315
1556,3893,assessment,7
1557,3893,forum_view,2
1558,3893,resource,157
1559,3894,assessment,14
1560,3894,forum_view,20
1561,3894,resource,393
1562,3895,assessment,8
1563,3895,forum_view,11
1564,3895,resource,385
1565,3896,assessment,8
1566,3896,forum_participation,1
1567,3896,forum_view,28
1568,3896,resource,381
1569,3897,assessment,12
1570,3897,forum_view,7
1571,3897,resource,326
1572,3898,assessment,13
1573,3898,forum_view,8
1574,3898,resource,375
1575,3899,assessment,7
1576,3899,forum_view,12
1577,3899,resource,237
1578,3900,assessment,15
1579,3900,forum_view,7
1580,3900,resource,289
1581,3901,assessment,9
1582,3901,forum_view,8
1583,3901,resource,494
1584,3902,assessment,11
1585,3902,forum_participation,2
1586,3902,forum_view,37
1587,3902,resource,443
1588,3903,assessment,15
1589,3903,forum_participation,1
1590,3903,forum_view,7
1591,3903,resource,323
1592,3904,assessment,9
1593,3904,forum_view,15
1594,3904,resource,431
1595,3905,assessment,7
1596,3905,forum_participation,1
1597,3905,forum_view,45
1598,3905,resource,282
1599,3906,assessment,8
1600,3906,forum_participation,1
1601,3906,forum_view,18
1602,3906,resource,352
1603,3907,assessment,8
1604,3907,forum_view,4
1605,3907,resource,280
1606,3908,assessment,8
1607,3908,forum_view,3
1608,3908,resource,198
1609,3909,assessment,9
1610,3909,forum_participation,2
1611,3909,forum_view,18
1612,3909,resource,759
1613,3910,assessment,8
1614,3910,forum_view,45
1615,3910,resource,886
1616,3911,assessment,14
1617,3911,forum_participation,1
1618,3911,forum_view,23
1619,3911,resource,667
1620,3912,assessment,8
1621,3912,forum_view,5
1622,3912,resource,299
1623,3913,assessment,8
1624,3913,forum_view,5
1625,3913,resource,332
1626,3914,assessment,7
1627,3914,forum_view,14
1628,3914,resource,297
1629,3915,assessment,17
1630,3915,forum_view,6
1631,3915,resource,479
1632,3916,assessment,13
1633,3916,forum_participation,1
1634,3916,forum_view,18
1635,3916,resource,410
1636,3917,assessment,8
1637,3917,forum_view,23
1638,3917,resource,470
1639,3918,assessment,10
1640,3918,forum_view,2
1641,3918,resource,377
1642,3919,assessment,8
1643,3919,resource,349
1644,3920,assessment,15
1645,3920,forum_participation,1
1646,3920,forum_view,11
1647,3920,resource,322
1648,3921,assessment,9
1649,3921,forum_view,8
1650,3921,resource,299
1651,3922,assessment,8
1652,3922,forum_participation,2
1653,3922,forum_view,15
1654,3922,resource,692
1655,3923,assessment,7
1656,3923,forum_participation,1
1657,3923,forum_view,14
1658,3923,resource,273
1659,3924,assessment,11
1660,3924,forum_view,6
1661,3924,resource,465
1662,3925,assessment,12
1663,3925,forum_view,5
1664,3925,resource,306
1665,3926,assessment,4
1666,3926,forum_view,1
1667,3926,resource,305
1668,3927,assessment,10
1669,3927,forum_participation,1
1670,3927,forum_view,15
1671,3927,resource,284
1672,3928,assessment,8
1673,3928,forum_view,21
1674,3928,resource,589
1675,3929,assessment,3
1676,3929,forum_view,15
1677,3929,resource,171
1678,3930,assessment,7
1679,3930,forum_view,25
1680,3930,resource,337
1681,3931,assessment,8
1682,3931,forum_view,2
1683,3931,resource,370
1684,3932,assessment,8
1685,3932,forum_view,10
1686,3932,resource,337
1687,3933,assessment,7
1688,3933,forum_view,29
1689,3933,resource,398
1690,3934,assessment,13
1691,3934,forum_participation,1
1692,3934,forum_view,4
1693,3934,resource,175
1694,3935,assessment,11
1695,3935,forum_view,12
1696,3935,resource,334
1697,3936,assessment,8
1698,3936,forum_view,10
1699,3936,resource,334
1700,3937,assessment,9
1701,3937,forum_view,15
1702,3937,resource,299
1703,3938,assessment,7
1704,3938,forum_participation,1
1705,3938,forum_view,35
1706,3938,resource,419
1707,4037,resource,15
1708,4145,resource,2
1709,54,forum_participation,5
1710,54,forum_view,27
1711,54,resource,162
1712,8,resource,3
1713,94,resource,6
1714,972,resource,140
